bet_id,event_date,slate_date,event_id,game_id,commence_time,home_team,away_team,team,opponent,platform,platform_key,player,market,direction,line,sportsbook_odds,projection,raw_projection_edge,probability,sportsbook_implied_probability,no_vig_implied_probability,probability_edge,expected_value,fair_odds,grade,confidence_tier,distribution_method,calibration_sample_size,validation_mae,kelly_fraction,recommended_bankroll_fraction,fetched_at,logged_at,stake,closing_line,closing_odds,actual_result,outcome,profit,grading_status,grading_note,matched_game_pk,graded_at,elite_score,elite_eligible,elite_rejection_reasons,elite_history_sample,elite_history_wins,elite_history_win_rate,elite_history_lower_bound,elite_probability_threshold,elite_probability_edge_threshold,elite_expected_value_threshold,elite_absolute_projection_edge,confidence_score,risk_score,market_quality_score,projection_quality_score,ranking_score,line_type,historical_market_sample,historical_market_win_rate,model_score
2026-07-18|||parx|cole carrigg|hitter_rbis|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Parx,,Cole Carrigg,hitter_rbis,Under,0.5,-152,0.416,-0.084,0.722,0.6032,0.5646,0.1574,0.197,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.2995,0.025,2026-07-18T17:58:46Z,2026-07-18T18:00:37.211279+00:00,,,,1.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||parx|cole carrigg|hitter_total_bases|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Parx,,Cole Carrigg,hitter_total_bases,Under,1.5,-118,1.283,-0.217,0.6836,0.5413,0.5,0.1836,0.2629,-216.0,A,Strong,empirical_holdout_residuals,5296.0,1.3495,0.3102,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,3.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||novig|dane myers|hitter_hits_runs_rbis|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Novig,,Dane Myers,hitter_hits_runs_rbis,Under,1.5,111,1.124,-0.376,0.6744,0.4739,0.4475,0.2269,0.4229,-207.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.381,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,0.0,WIN,1.11,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||novig|edwin arroyo|hitter_hits_runs_rbis|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Novig,,Edwin Arroyo,hitter_hits_runs_rbis,Under,1.5,111,1.575,0.075,0.5894,0.4739,0.4454,0.144,0.2437,-144.0,B,Playable,empirical_holdout_residuals,5346.0,1.5192,0.2196,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,1.0,WIN,1.11,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|edwin arroyo|hitter_hits_runs_rbis|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Prophetx,,Edwin Arroyo,hitter_hits_runs_rbis,Under,1.5,117,1.575,0.075,0.5894,0.4608,0.4428,0.1466,0.2791,-144.0,B,Playable,empirical_holdout_residuals,5346.0,1.5192,0.2385,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,1.0,WIN,1.17,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||parx|elly de la cruz|hitter_hits|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Parx,,Elly De La Cruz,hitter_hits,Under,1.5,-157,0.984,-0.516,0.7948,0.6109,0.5734,0.2214,0.301,-387.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.4725,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,1.0,WIN,0.6369426751592356,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|elly de la cruz|hitter_hits|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Prophetx,,Elly De La Cruz,hitter_hits,Under,1.5,-160,0.984,-0.516,0.7948,0.6154,0.5881,0.2067,0.2915,-387.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.4664,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,1.0,WIN,0.625,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|elly de la cruz|hitter_hits_runs_rbis|under|2.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Prophetx,,Elly De La Cruz,hitter_hits_runs_rbis,Under,2.5,-104,1.915,-0.585,0.7015,0.5098,0.489,0.2124,0.3759,-235.0,A+,Elite,empirical_holdout_residuals,5346.0,1.5192,0.391,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,1.0,WIN,0.9615384615384616,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||parx|elly de la cruz|hitter_rbis|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Parx,,Elly De La Cruz,hitter_rbis,Under,0.5,-139,0.646,0.146,0.7214,0.5816,0.5438,0.1776,0.2405,-259.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.3343,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,0.0,WIN,0.7194244604316546,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|elly de la cruz|hitter_rbis|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Prophetx,,Elly De La Cruz,hitter_rbis,Under,0.5,-129,0.646,0.146,0.7214,0.5633,0.5395,0.1819,0.2807,-259.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.3621,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,0.0,WIN,0.7751937984496124,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||hardrock|elly de la cruz|hitter_runs|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Hardrock,,Elly De La Cruz,hitter_runs,Under,0.5,145,0.608,0.108,0.6325,0.4082,0.3797,0.2527,0.5496,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.379,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,0.0,WIN,1.45,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||novig|elly de la cruz|hitter_runs|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Novig,,Elly De La Cruz,hitter_runs,Under,0.5,147,0.608,0.108,0.6325,0.4049,0.3837,0.2488,0.5623,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.3825,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,0.0,WIN,1.47,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|elly de la cruz|hitter_runs|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Prophetx,,Elly De La Cruz,hitter_runs,Under,0.5,188,0.608,0.108,0.6325,0.3472,0.334,0.2985,0.8216,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.437,0.025,2026-07-18T16:34:37Z,2026-07-18T16:37:00.435090+00:00,,,,0.0,WIN,1.88,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||parx|elly de la cruz|hitter_total_bases|under|2.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Parx,,Elly De La Cruz,hitter_total_bases,Under,2.5,-150,1.81,-0.69,0.7569,0.6,0.5552,0.2017,0.2615,-311.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.3922,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,3.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||parx|eugenio suarez|hitter_rbis|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Parx,,Eugenio Suarez,hitter_rbis,Under,0.5,-143,0.519,0.019,0.722,0.5885,0.5504,0.1716,0.2269,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.3245,0.025,2026-07-18T16:34:37Z,2026-07-18T16:37:00.435090+00:00,,,,0.0,WIN,0.6993006993006993,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|eugenio suárez|hitter_hits_runs_rbis|under|2.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Prophetx,,Eugenio Suárez,hitter_hits_runs_rbis,Under,2.5,-132,1.902,-0.598,0.7029,0.569,0.5456,0.1574,0.2355,-237.0,A+,Elite,empirical_holdout_residuals,5346.0,1.5192,0.3108,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,0.0,WIN,0.7575757575757576,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|eugenio suárez|hitter_rbis|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Prophetx,,Eugenio Suárez,hitter_rbis,Under,0.5,-136,0.519,0.019,0.722,0.5763,0.5511,0.171,0.2529,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.344,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,0.0,WIN,0.7352941176470589,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|eugenio suárez|hitter_runs|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Prophetx,,Eugenio Suárez,hitter_runs,Under,0.5,116,0.541,0.041,0.6325,0.463,,0.1695,0.3662,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.3157,0.025,2026-07-18T16:34:37Z,2026-07-18T16:37:00.435090+00:00,,,,0.0,WIN,1.16,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|ezequiel tovar|hitter_hits_runs_rbis|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Prophetx,,Ezequiel Tovar,hitter_hits_runs_rbis,Under,1.5,111,1.561,0.061,0.5943,0.4739,,0.1204,0.2539,-146.0,B,Playable,empirical_holdout_residuals,5346.0,1.5192,0.2288,0.025,2026-07-18T17:58:46Z,2026-07-18T18:00:37.211279+00:00,,,,2.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||parx|hunter goodman|hitter_hits|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Parx,,Hunter Goodman,hitter_hits,Under,1.5,-195,1.023,-0.477,0.7917,0.661,0.6211,0.1706,0.1978,-380.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.3856,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,,,,UNRESOLVED,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|hunter goodman|hitter_hits|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Prophetx,,Hunter Goodman,hitter_hits,Under,1.5,-186,1.023,-0.477,0.7917,0.6503,0.6211,0.1707,0.2174,-380.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.4044,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,,,,UNRESOLVED,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18|||novig|hunter goodman|hitter_hits_runs_rbis|under|2.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Novig,,Hunter Goodman,hitter_hits_runs_rbis,Under,2.5,-113,2.12,-0.38,0.6748,0.5305,0.5021,0.1727,0.2719,-207.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.3072,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,,,,UNRESOLVED,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|hunter goodman|hitter_hits_runs_rbis|under|2.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Prophetx,,Hunter Goodman,hitter_hits_runs_rbis,Under,2.5,-106,2.12,-0.38,0.6748,0.5146,0.4945,0.1803,0.3113,-207.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.33,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,,,,UNRESOLVED,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18|||parx|hunter goodman|hitter_rbis|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Parx,,Hunter Goodman,hitter_rbis,Under,0.5,-103,0.822,0.322,0.6336,0.5074,0.4714,0.1622,0.2488,-173.0,B+,Good,empirical_holdout_residuals,5296.0,0.6272,0.2563,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,,,,UNRESOLVED,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18|||hardrock|hunter goodman|hitter_runs|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Hardrock,,Hunter Goodman,hitter_runs,Under,0.5,115,0.593,0.093,0.6325,0.4651,0.4367,0.1958,0.3599,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.3129,0.025,2026-07-18T16:34:37Z,2026-07-18T16:37:00.435090+00:00,,,,,,,UNRESOLVED,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|hunter goodman|hitter_runs|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Prophetx,,Hunter Goodman,hitter_runs,Under,0.5,119,0.593,0.093,0.6325,0.4566,0.4391,0.1934,0.3852,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.3237,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,,,,UNRESOLVED,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|hunter goodman|hitter_total_bases|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Prophetx,,Hunter Goodman,hitter_total_bases,Under,1.5,111,1.756,0.256,0.5942,0.4739,0.4544,0.1398,0.2538,-146.0,B,Playable,empirical_holdout_residuals,5296.0,1.3495,0.2287,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,,,,UNRESOLVED,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|jj bleday|hitter_hits|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Prophetx,,JJ Bleday,hitter_hits,Under,1.5,-194,0.922,-0.578,0.7976,0.6599,0.63,0.1676,0.2087,-394.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.4049,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,1.0,WIN,0.5154639175257731,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||novig|jj bleday|hitter_hits_runs_rbis|under|2.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Novig,,JJ Bleday,hitter_hits_runs_rbis,Under,2.5,-120,2.132,-0.368,0.6731,0.5455,0.5242,0.1489,0.234,-206.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.2808,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,1.0,WIN,0.8333333333333334,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|jj bleday|hitter_hits_runs_rbis|under|2.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Prophetx,,JJ Bleday,hitter_hits_runs_rbis,Under,2.5,-121,2.132,-0.368,0.6731,0.5475,0.5252,0.1479,0.2293,-206.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.2775,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,1.0,WIN,0.8264462809917356,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||parx|jj bleday|hitter_rbis|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Parx,,JJ Bleday,hitter_rbis,Under,0.5,-130,0.571,0.071,0.722,0.5652,0.527,0.1951,0.2774,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.3606,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,0.0,WIN,0.7692307692307693,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||hardrock|jj bleday|hitter_runs|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Hardrock,,JJ Bleday,hitter_runs,Under,0.5,115,0.598,0.098,0.6325,0.4651,0.4367,0.1958,0.3599,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.3129,0.025,2026-07-18T17:58:46Z,2026-07-18T18:00:37.211279+00:00,,,,0.0,WIN,1.15,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|jj bleday|hitter_runs|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Prophetx,,JJ Bleday,hitter_runs,Under,0.5,119,0.598,0.098,0.6325,0.4566,0.4391,0.1934,0.3852,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.3237,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,0.0,WIN,1.19,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||parx|jake mccarthy|hitter_hits|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Parx,,Jake McCarthy,hitter_hits,Under,1.5,-195,1.037,-0.463,0.7885,0.661,0.6211,0.1674,0.1929,-373.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.3762,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,2.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|jake mccarthy|hitter_hits_runs_rbis|under|2.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Prophetx,,Jake McCarthy,hitter_hits_runs_rbis,Under,2.5,-128,2.046,-0.454,0.6843,0.5614,0.5375,0.1468,0.2189,-217.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.2802,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,6.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||hardrock|jake mccarthy|hitter_runs|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Hardrock,,Jake McCarthy,hitter_runs,Under,0.5,115,0.572,0.072,0.6325,0.4651,0.4335,0.199,0.3599,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.3129,0.025,2026-07-18T16:34:37Z,2026-07-18T16:37:00.435090+00:00,,,,2.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|jake mccarthy|hitter_runs|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Prophetx,,Jake McCarthy,hitter_runs,Under,0.5,130,0.572,0.072,0.6325,0.4348,0.4164,0.2161,0.4547,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.3498,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,2.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|jake mccarthy|hitter_total_bases|over|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Prophetx,,Jake McCarthy,hitter_total_bases,Over,0.5,255,1.729,1.229,0.7269,0.2817,0.2756,0.4513,1.5805,-266.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.6198,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,3.0,WIN,2.55,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||parx|mickey moniak|hitter_hits|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Parx,,Mickey Moniak,hitter_hits,Under,1.5,-210,0.889,-0.611,0.7978,0.6774,0.6334,0.1644,0.1777,-395.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.3731,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,2.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|mickey moniak|hitter_hits|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Prophetx,,Mickey Moniak,hitter_hits,Under,1.5,-192,0.889,-0.611,0.7978,0.6575,0.6273,0.1705,0.2133,-395.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.4095,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,2.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|mickey moniak|hitter_hits_runs_rbis|under|2.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Prophetx,,Mickey Moniak,hitter_hits_runs_rbis,Under,2.5,-119,1.904,-0.596,0.7028,0.5434,0.5208,0.182,0.2933,-236.0,A+,Elite,empirical_holdout_residuals,5346.0,1.5192,0.3491,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,5.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||parx|mickey moniak|hitter_rbis|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Parx,,Mickey Moniak,hitter_rbis,Under,0.5,-129,0.615,0.115,0.722,0.5633,0.5249,0.1971,0.2817,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.3634,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,2.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||hardrock|mickey moniak|hitter_runs|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Hardrock,,Mickey Moniak,hitter_runs,Under,0.5,110,0.436,-0.064,0.6325,0.4762,0.4459,0.1866,0.3282,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.2984,0.025,2026-07-18T17:58:46Z,2026-07-18T18:00:37.211279+00:00,,,,1.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|mickey moniak|hitter_runs|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Prophetx,,Mickey Moniak,hitter_runs,Under,0.5,113,0.436,-0.064,0.6325,0.4695,0.4505,0.182,0.3472,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.3073,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,1.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||parx|mickey moniak|hitter_total_bases|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Parx,,Mickey Moniak,hitter_total_bases,Under,1.5,106,1.507,0.007,0.6491,0.4854,0.4486,0.2005,0.3371,-185.0,B+,Good,empirical_holdout_residuals,5296.0,1.3495,0.318,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,2.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||pinnacle|noelvi marte|hitter_total_bases|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Pinnacle,,Noelvi Marte,hitter_total_bases,Under,1.5,-125,1.133,-0.367,0.7098,0.5556,0.5192,0.1906,0.2776,-245.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.347,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,2.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
2026-07-18|||prophetx|noelvi marte|hitter_total_bases|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Prophetx,,Noelvi Marte,hitter_total_bases,Under,1.5,-115,1.133,-0.367,0.7098,0.5349,0.4914,0.2183,0.3269,-245.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.376,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,2.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00,,,,,,,,,,,,,,,,,,,,
